,subject,predicate,object
3138,data:titanic:passenger:351,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3139,data:titanic:passenger:351,has_an_age_of,60.0
3140,data:titanic:passenger:351,stayed_in,data:titanic:cabin:unknown
3141,data:titanic:ticket29750,cost,39.0
3142,data:titanic:passenger:351,purchased,data:titanic:ticket29750
3143,data:titanic:ticket29750,has_a_cabin,data:titanic:cabin:unknown
3144,data:titanic:passenger:352,is_a,https://en.wikipedia.org/wiki/Woman
3145,data:titanic:passenger:352,has_a_name,Thomas William Solomon \(Elizabeth Catherine Ford\) Brown
3146,data:titanic:passenger:352,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3147,data:titanic:passenger:352,is_married_to,Thomas Brown
3148,data:titanic:passenger:352,has_an_age_of,40.0
3149,data:titanic:passenger:352,stayed_in,data:titanic:cabin:unknown
3150,data:titanic:ticket29750,cost,39.0
3151,data:titanic:passenger:352,purchased,data:titanic:ticket29750
3152,data:titanic:ticket29750,has_a_cabin,data:titanic:cabin:unknown
3153,data:titanic:passenger:352,travel_with,"data:titanic:passenger:Index([351], dtype='int64')"
3154,"data:titanic:passenger:Index([351], dtype='int64')",travel_with,data:titanic:passenger:352
3155,"data:titanic:passenger:Index([351], dtype='int64')",is_married_to,data:titanic:passenger:352
3156,data:titanic:passenger:353,is_a,https://en.wikipedia.org/wiki/Woman
3157,data:titanic:passenger:353,has_a_name,Dagmar Jenny Ingeborg  Bryhl
3158,data:titanic:passenger:353,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3159,data:titanic:passenger:353,has_an_age_of,20.0
3160,data:titanic:passenger:353,stayed_in,data:titanic:cabin:unknown
3161,data:titanic:ticket236853,cost,26.0
3162,data:titanic:passenger:353,purchased,data:titanic:ticket236853
3163,data:titanic:ticket236853,has_a_cabin,data:titanic:cabin:unknown
3164,data:titanic:passenger:354,is_a,https://en.wikipedia.org/wiki/Man
3165,data:titanic:passenger:354,has_a_name,Kurt Arnold Gottfrid Bryhl
3166,data:titanic:passenger:354,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3167,data:titanic:passenger:354,has_an_age_of,25.0
3168,data:titanic:passenger:354,stayed_in,data:titanic:cabin:unknown
3169,data:titanic:ticket236853,cost,26.0
3170,data:titanic:passenger:354,purchased,data:titanic:ticket236853
3171,data:titanic:ticket236853,has_a_cabin,data:titanic:cabin:unknown
3172,data:titanic:passenger:355,is_a,https://en.wikipedia.org/wiki/Woman
3173,data:titanic:passenger:355,has_a_name,Kate Buss
3174,data:titanic:passenger:355,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3175,data:titanic:passenger:355,has_an_age_of,36.0
3176,data:titanic:passenger:355,stayed_in,data:titanic:cabin:unknown
3177,data:titanic:ticket27849,cost,13.0
3178,data:titanic:passenger:355,purchased,data:titanic:ticket27849
3179,data:titanic:ticket27849,has_a_cabin,data:titanic:cabin:unknown
3180,data:titanic:passenger:356,is_a,https://en.wikipedia.org/wiki/Man
3181,data:titanic:passenger:356,has_a_name,Reginald Fenton Butler
3182,data:titanic:passenger:356,has_a_marital_status,Unknown
3183,data:titanic:passenger:356,has_an_age_of,25.0
3184,data:titanic:passenger:356,stayed_in,data:titanic:cabin:unknown
3185,data:titanic:ticket234686,cost,13.0
3186,data:titanic:passenger:356,purchased,data:titanic:ticket234686
3187,data:titanic:ticket234686,has_a_cabin,data:titanic:cabin:unknown
3188,data:titanic:passenger:357,is_a,https://en.wikipedia.org/wiki/Man
3189,data:titanic:passenger:357,has_a_name,Thomas Roussel Davids Byles
3190,data:titanic:passenger:357,has_a_marital_status,Unknown
3191,data:titanic:passenger:357,has_an_age_of,42.0
3192,data:titanic:passenger:357,stayed_in,data:titanic:cabin:unknown
3193,data:titanic:ticket244310,cost,13.0
3194,data:titanic:passenger:357,purchased,data:titanic:ticket244310
3195,data:titanic:ticket244310,has_a_cabin,data:titanic:cabin:unknown
3196,data:titanic:passenger:358,is_a,https://en.wikipedia.org/wiki/Woman
3197,data:titanic:passenger:358,has_a_name,\(Karolina\) Bystrom
3198,data:titanic:passenger:358,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3199,data:titanic:passenger:358,is_married_to,unknown name Bystrom
3200,data:titanic:passenger:358,has_an_age_of,42.0
3201,data:titanic:passenger:358,stayed_in,data:titanic:cabin:unknown
3202,data:titanic:ticket236852,cost,13.0
3203,data:titanic:passenger:358,purchased,data:titanic:ticket236852
3204,data:titanic:ticket236852,has_a_cabin,data:titanic:cabin:unknown
3205,data:titanic:passenger:359,is_a,https://en.wikipedia.org/wiki/Man
3206,data:titanic:passenger:359,has_a_name,Alden Gates Caldwell
3207,data:titanic:passenger:359,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3208,data:titanic:passenger:359,has_an_age_of,0.8333
3209,data:titanic:passenger:359,stayed_in,data:titanic:cabin:unknown
3210,data:titanic:ticket248738,cost,29.0
3211,data:titanic:passenger:359,purchased,data:titanic:ticket248738
3212,data:titanic:ticket248738,has_a_cabin,data:titanic:cabin:unknown
3213,data:titanic:passenger:360,is_a,https://en.wikipedia.org/wiki/Man
3214,data:titanic:passenger:360,has_a_name,Albert Francis Caldwell
3215,data:titanic:passenger:360,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3216,data:titanic:passenger:360,has_an_age_of,26.0
3217,data:titanic:passenger:360,stayed_in,data:titanic:cabin:unknown
3218,data:titanic:ticket248738,cost,29.0
3219,data:titanic:passenger:360,purchased,data:titanic:ticket248738
3220,data:titanic:ticket248738,has_a_cabin,data:titanic:cabin:unknown
3221,data:titanic:passenger:361,is_a,https://en.wikipedia.org/wiki/Woman
3222,data:titanic:passenger:361,has_a_name,Albert Francis \(Sylvia Mae Harbaugh\) Caldwell
3223,data:titanic:passenger:361,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3224,data:titanic:passenger:361,is_married_to,Albert Caldwell
3225,data:titanic:passenger:361,has_an_age_of,22.0
3226,data:titanic:passenger:361,stayed_in,data:titanic:cabin:unknown
3227,data:titanic:ticket248738,cost,29.0
3228,data:titanic:passenger:361,purchased,data:titanic:ticket248738
3229,data:titanic:ticket248738,has_a_cabin,data:titanic:cabin:unknown
3230,data:titanic:passenger:361,travel_with,"data:titanic:passenger:Index([360], dtype='int64')"
3231,"data:titanic:passenger:Index([360], dtype='int64')",travel_with,data:titanic:passenger:361
3232,"data:titanic:passenger:Index([360], dtype='int64')",is_married_to,data:titanic:passenger:361
3233,data:titanic:passenger:362,is_a,https://en.wikipedia.org/wiki/Woman
3234,data:titanic:passenger:362,has_a_name,Clear Annie Cameron
3235,data:titanic:passenger:362,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3236,data:titanic:passenger:362,has_an_age_of,35.0
3237,data:titanic:passenger:362,stayed_in,data:titanic:cabin:unknown
3238,data:titanic:ticketF.C.C. 13528,cost,21.0
3239,data:titanic:passenger:362,purchased,data:titanic:ticketF.C.C. 13528
3240,data:titanic:ticketF.C.C. 13528,has_a_cabin,data:titanic:cabin:unknown
3241,data:titanic:passenger:363,is_a,https://en.wikipedia.org/wiki/Man
3242,data:titanic:passenger:363,has_a_name,William Campbell
3243,data:titanic:passenger:363,has_a_marital_status,Unknown
3244,data:titanic:passenger:363,has_an_age_of,Unknown
3245,data:titanic:passenger:363,stayed_in,data:titanic:cabin:unknown
3246,data:titanic:ticket239853,cost,0.0
3247,data:titanic:passenger:363,purchased,data:titanic:ticket239853
3248,data:titanic:ticket239853,has_a_cabin,data:titanic:cabin:unknown
3249,data:titanic:passenger:364,is_a,https://en.wikipedia.org/wiki/Man
3250,data:titanic:passenger:364,has_a_name,William Carbines
3251,data:titanic:passenger:364,has_a_marital_status,Unknown
3252,data:titanic:passenger:364,has_an_age_of,19.0
3253,data:titanic:passenger:364,stayed_in,data:titanic:cabin:unknown
3254,data:titanic:ticket28424,cost,13.0
3255,data:titanic:passenger:364,purchased,data:titanic:ticket28424
3256,data:titanic:ticket28424,has_a_cabin,data:titanic:cabin:unknown
3257,data:titanic:passenger:365,is_a,https://en.wikipedia.org/wiki/Woman
3258,data:titanic:passenger:365,has_a_name,Ernest Courtenay \(Lilian Hughes\) Carter
3259,data:titanic:passenger:365,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3260,data:titanic:passenger:365,is_married_to,Ernest Carter
3261,data:titanic:passenger:365,has_an_age_of,44.0
3262,data:titanic:passenger:365,stayed_in,data:titanic:cabin:unknown
3263,data:titanic:ticket244252,cost,26.0
3264,data:titanic:passenger:365,purchased,data:titanic:ticket244252
3265,data:titanic:ticket244252,has_a_cabin,data:titanic:cabin:unknown
3266,data:titanic:passenger:365,travel_with,data:titanic:passenger:-1
3267,data:titanic:passenger:-1,travel_with,data:titanic:passenger:365
3268,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:365
3269,data:titanic:passenger:366,is_a,https://en.wikipedia.org/wiki/Man
3270,data:titanic:passenger:366,has_a_name,Ernest Courtenay Carter
3271,data:titanic:passenger:366,has_a_marital_status,Unknown
3272,data:titanic:passenger:366,has_an_age_of,54.0
3273,data:titanic:passenger:366,stayed_in,data:titanic:cabin:unknown
3274,data:titanic:ticket244252,cost,26.0
3275,data:titanic:passenger:366,purchased,data:titanic:ticket244252
3276,data:titanic:ticket244252,has_a_cabin,data:titanic:cabin:unknown
3277,data:titanic:passenger:367,is_a,https://en.wikipedia.org/wiki/Man
3278,data:titanic:passenger:367,has_a_name,Charles Henry Chapman
3279,data:titanic:passenger:367,has_a_marital_status,Unknown
3280,data:titanic:passenger:367,has_an_age_of,52.0
3281,data:titanic:passenger:367,stayed_in,data:titanic:cabin:unknown
3282,data:titanic:ticket248731,cost,13.5
3283,data:titanic:passenger:367,purchased,data:titanic:ticket248731
3284,data:titanic:ticket248731,has_a_cabin,data:titanic:cabin:unknown
3285,data:titanic:passenger:368,is_a,https://en.wikipedia.org/wiki/Man
3286,data:titanic:passenger:368,has_a_name,John Henry Chapman
3287,data:titanic:passenger:368,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3288,data:titanic:passenger:368,has_an_age_of,37.0
3289,data:titanic:passenger:368,stayed_in,data:titanic:cabin:unknown
3290,data:titanic:ticketSC/AH 29037,cost,26.0
3291,data:titanic:passenger:368,purchased,data:titanic:ticketSC/AH 29037
3292,data:titanic:ticketSC/AH 29037,has_a_cabin,data:titanic:cabin:unknown
3293,data:titanic:passenger:369,is_a,https://en.wikipedia.org/wiki/Woman
3294,data:titanic:passenger:369,has_a_name,John Henry \(Sara Elizabeth Lawry\) Chapman
3295,data:titanic:passenger:369,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3296,data:titanic:passenger:369,is_married_to,John Chapman
3297,data:titanic:passenger:369,has_an_age_of,29.0
3298,data:titanic:passenger:369,stayed_in,data:titanic:cabin:unknown
3299,data:titanic:ticketSC/AH 29037,cost,26.0
3300,data:titanic:passenger:369,purchased,data:titanic:ticketSC/AH 29037
3301,data:titanic:ticketSC/AH 29037,has_a_cabin,data:titanic:cabin:unknown
3302,data:titanic:passenger:369,travel_with,"data:titanic:passenger:Index([368], dtype='int64')"
3303,"data:titanic:passenger:Index([368], dtype='int64')",travel_with,data:titanic:passenger:369
3304,"data:titanic:passenger:Index([368], dtype='int64')",is_married_to,data:titanic:passenger:369
3305,data:titanic:passenger:370,is_a,https://en.wikipedia.org/wiki/Woman
3306,data:titanic:passenger:370,has_a_name,Julie Rachel Christy
3307,data:titanic:passenger:370,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3308,data:titanic:passenger:370,has_an_age_of,25.0
3309,data:titanic:passenger:370,stayed_in,data:titanic:cabin:unknown
3310,data:titanic:ticket237789,cost,30.0
3311,data:titanic:passenger:370,purchased,data:titanic:ticket237789
3312,data:titanic:ticket237789,has_a_cabin,data:titanic:cabin:unknown
3313,data:titanic:passenger:371,is_a,https://en.wikipedia.org/wiki/Woman
3314,data:titanic:passenger:371,has_a_name,\(Alice Frances\) Christy
3315,data:titanic:passenger:371,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3316,data:titanic:passenger:371,is_married_to,\(Alice Christy
3317,data:titanic:passenger:371,has_an_age_of,45.0
3318,data:titanic:passenger:371,stayed_in,data:titanic:cabin:unknown
3319,data:titanic:ticket237789,cost,30.0
3320,data:titanic:passenger:371,purchased,data:titanic:ticket237789
3321,data:titanic:ticket237789,has_a_cabin,data:titanic:cabin:unknown
3322,data:titanic:passenger:371,travel_with,data:titanic:passenger:-1
3323,data:titanic:passenger:-1,travel_with,data:titanic:passenger:371
3324,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:371
3325,data:titanic:passenger:372,is_a,https://en.wikipedia.org/wiki/Man
3326,data:titanic:passenger:372,has_a_name,Charles Valentine Clarke
3327,data:titanic:passenger:372,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3328,data:titanic:passenger:372,has_an_age_of,29.0
3329,data:titanic:passenger:372,stayed_in,data:titanic:cabin:unknown
3330,data:titanic:ticket2003,cost,26.0
3331,data:titanic:passenger:372,purchased,data:titanic:ticket2003
3332,data:titanic:ticket2003,has_a_cabin,data:titanic:cabin:unknown
3333,data:titanic:passenger:373,is_a,https://en.wikipedia.org/wiki/Woman
3334,data:titanic:passenger:373,has_a_name,Charles V \(Ada Maria Winfield\) Clarke
3335,data:titanic:passenger:373,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3336,data:titanic:passenger:373,is_married_to,Charles Clarke
3337,data:titanic:passenger:373,has_an_age_of,28.0
3338,data:titanic:passenger:373,stayed_in,data:titanic:cabin:unknown
3339,data:titanic:ticket2003,cost,26.0
3340,data:titanic:passenger:373,purchased,data:titanic:ticket2003
3341,data:titanic:ticket2003,has_a_cabin,data:titanic:cabin:unknown
3342,data:titanic:passenger:373,travel_with,"data:titanic:passenger:Index([372], dtype='int64')"
3343,"data:titanic:passenger:Index([372], dtype='int64')",travel_with,data:titanic:passenger:373
3344,"data:titanic:passenger:Index([372], dtype='int64')",is_married_to,data:titanic:passenger:373
3345,data:titanic:passenger:374,is_a,https://en.wikipedia.org/wiki/Man
3346,data:titanic:passenger:374,has_a_name,Reginald Charles Coleridge
3347,data:titanic:passenger:374,has_a_marital_status,Unknown
3348,data:titanic:passenger:374,has_an_age_of,29.0
3349,data:titanic:passenger:374,stayed_in,data:titanic:cabin:unknown
3350,data:titanic:ticketW./C. 14263,cost,10.5
3351,data:titanic:passenger:374,purchased,data:titanic:ticketW./C. 14263
3352,data:titanic:ticketW./C. 14263,has_a_cabin,data:titanic:cabin:unknown
3353,data:titanic:passenger:375,is_a,https://en.wikipedia.org/wiki/Man
3354,data:titanic:passenger:375,has_a_name,Erik Gustaf Collander
3355,data:titanic:passenger:375,has_a_marital_status,Unknown
3356,data:titanic:passenger:375,has_an_age_of,28.0
3357,data:titanic:passenger:375,stayed_in,data:titanic:cabin:unknown
3358,data:titanic:ticket248740,cost,13.0
3359,data:titanic:passenger:375,purchased,data:titanic:ticket248740
3360,data:titanic:ticket248740,has_a_cabin,data:titanic:cabin:unknown
3361,data:titanic:passenger:376,is_a,https://en.wikipedia.org/wiki/Man
3362,data:titanic:passenger:376,has_a_name,Sidney C Stuart Collett
3363,data:titanic:passenger:376,has_a_marital_status,Unknown
3364,data:titanic:passenger:376,has_an_age_of,24.0
3365,data:titanic:passenger:376,stayed_in,data:titanic:cabin:unknown
3366,data:titanic:ticket28034,cost,10.5
3367,data:titanic:passenger:376,purchased,data:titanic:ticket28034
3368,data:titanic:ticket28034,has_a_cabin,data:titanic:cabin:unknown
3369,data:titanic:passenger:377,is_a,https://en.wikipedia.org/wiki/Woman
3370,data:titanic:passenger:377,has_a_name,"Marjorie ""Lottie"" Collyer"
3371,data:titanic:passenger:377,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3372,data:titanic:passenger:377,has_an_age_of,8.0
3373,data:titanic:passenger:377,stayed_in,data:titanic:cabin:unknown
3374,data:titanic:ticketC.A. 31921,cost,26.25
3375,data:titanic:passenger:377,purchased,data:titanic:ticketC.A. 31921
3376,data:titanic:ticketC.A. 31921,has_a_cabin,data:titanic:cabin:unknown
3377,data:titanic:passenger:378,is_a,https://en.wikipedia.org/wiki/Man
3378,data:titanic:passenger:378,has_a_name,Harvey Collyer
3379,data:titanic:passenger:378,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3380,data:titanic:passenger:378,has_an_age_of,31.0
3381,data:titanic:passenger:378,stayed_in,data:titanic:cabin:unknown
3382,data:titanic:ticketC.A. 31921,cost,26.25
3383,data:titanic:passenger:378,purchased,data:titanic:ticketC.A. 31921
3384,data:titanic:ticketC.A. 31921,has_a_cabin,data:titanic:cabin:unknown
3385,data:titanic:passenger:379,is_a,https://en.wikipedia.org/wiki/Woman
3386,data:titanic:passenger:379,has_a_name,Harvey \(Charlotte Annie Tate\) Collyer
3387,data:titanic:passenger:379,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3388,data:titanic:passenger:379,is_married_to,Harvey Collyer
3389,data:titanic:passenger:379,has_an_age_of,31.0
3390,data:titanic:passenger:379,stayed_in,data:titanic:cabin:unknown
3391,data:titanic:ticketC.A. 31921,cost,26.25
3392,data:titanic:passenger:379,purchased,data:titanic:ticketC.A. 31921
3393,data:titanic:ticketC.A. 31921,has_a_cabin,data:titanic:cabin:unknown
3394,data:titanic:passenger:379,travel_with,"data:titanic:passenger:Index([378], dtype='int64')"
3395,"data:titanic:passenger:Index([378], dtype='int64')",travel_with,data:titanic:passenger:379
3396,"data:titanic:passenger:Index([378], dtype='int64')",is_married_to,data:titanic:passenger:379
3397,data:titanic:passenger:380,is_a,https://en.wikipedia.org/wiki/Woman
3398,data:titanic:passenger:380,has_a_name,\(Selena Rogers\) Cook
3399,data:titanic:passenger:380,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3400,data:titanic:passenger:380,is_married_to,\(Selena Cook
3401,data:titanic:passenger:380,has_an_age_of,22.0
3402,data:titanic:passenger:380,stayed_in,data:titanic:cabin:F33
3403,data:titanic:ticketW./C. 14266,cost,10.5
3404,data:titanic:passenger:380,purchased,data:titanic:ticketW./C. 14266
3405,data:titanic:ticketW./C. 14266,has_a_cabin,data:titanic:cabin:F33
3406,data:titanic:passenger:380,travel_with,data:titanic:passenger:-1
3407,data:titanic:passenger:-1,travel_with,data:titanic:passenger:380
3408,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:380
3409,data:titanic:passenger:381,is_a,https://en.wikipedia.org/wiki/Woman
3410,data:titanic:passenger:381,has_a_name,Walter H \(Irene Colvin\) Corbett
3411,data:titanic:passenger:381,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3412,data:titanic:passenger:381,is_married_to,Walter Corbett
3413,data:titanic:passenger:381,has_an_age_of,30.0
3414,data:titanic:passenger:381,stayed_in,data:titanic:cabin:unknown
3415,data:titanic:ticket237249,cost,13.0
3416,data:titanic:passenger:381,purchased,data:titanic:ticket237249
3417,data:titanic:ticket237249,has_a_cabin,data:titanic:cabin:unknown
3418,data:titanic:passenger:381,travel_with,data:titanic:passenger:-1
3419,data:titanic:passenger:-1,travel_with,data:titanic:passenger:381
3420,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:381
3421,data:titanic:passenger:382,is_a,https://en.wikipedia.org/wiki/Woman
3422,data:titanic:passenger:382,has_a_name,Percy C \(Mary Phyllis Elizabeth Miller\) Corey
3423,data:titanic:passenger:382,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3424,data:titanic:passenger:382,is_married_to,Percy Corey
3425,data:titanic:passenger:382,has_an_age_of,Unknown
3426,data:titanic:passenger:382,stayed_in,data:titanic:cabin:unknown
3427,data:titanic:ticketF.C.C. 13534,cost,21.0
3428,data:titanic:passenger:382,purchased,data:titanic:ticketF.C.C. 13534
3429,data:titanic:ticketF.C.C. 13534,has_a_cabin,data:titanic:cabin:unknown
3430,data:titanic:passenger:382,travel_with,data:titanic:passenger:-1
3431,data:titanic:passenger:-1,travel_with,data:titanic:passenger:382
3432,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:382
3433,data:titanic:passenger:383,is_a,https://en.wikipedia.org/wiki/Man
3434,data:titanic:passenger:383,has_a_name,"Henry ""Harry"" Cotterill"
3435,data:titanic:passenger:383,has_a_marital_status,Unknown
3436,data:titanic:passenger:383,has_an_age_of,21.0
3437,data:titanic:passenger:383,stayed_in,data:titanic:cabin:unknown
3438,data:titanic:ticket29107,cost,11.5
3439,data:titanic:passenger:383,purchased,data:titanic:ticket29107
3440,data:titanic:ticket29107,has_a_cabin,data:titanic:cabin:unknown
3441,data:titanic:passenger:384,is_a,https://en.wikipedia.org/wiki/Man
3442,data:titanic:passenger:384,has_a_name,Alfred Fleming Cunningham
3443,data:titanic:passenger:384,has_a_marital_status,Unknown
3444,data:titanic:passenger:384,has_an_age_of,Unknown
3445,data:titanic:passenger:384,stayed_in,data:titanic:cabin:unknown
3446,data:titanic:ticket239853,cost,0.0
3447,data:titanic:passenger:384,purchased,data:titanic:ticket239853
3448,data:titanic:ticket239853,has_a_cabin,data:titanic:cabin:unknown
3449,data:titanic:passenger:385,is_a,https://en.wikipedia.org/wiki/Man
3450,data:titanic:passenger:385,has_a_name,John Morgan Jr Davies
3451,data:titanic:passenger:385,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3452,data:titanic:passenger:385,has_an_age_of,8.0
3453,data:titanic:passenger:385,stayed_in,data:titanic:cabin:unknown
3454,data:titanic:ticketC.A. 33112,cost,36.75
3455,data:titanic:passenger:385,purchased,data:titanic:ticketC.A. 33112
3456,data:titanic:ticketC.A. 33112,has_a_cabin,data:titanic:cabin:unknown
3457,data:titanic:passenger:386,is_a,https://en.wikipedia.org/wiki/Man
3458,data:titanic:passenger:386,has_a_name,Charles Henry Davies
3459,data:titanic:passenger:386,has_a_marital_status,Unknown
3460,data:titanic:passenger:386,has_an_age_of,18.0
3461,data:titanic:passenger:386,stayed_in,data:titanic:cabin:unknown
3462,data:titanic:ticketS.O.C. 14879,cost,73.5
3463,data:titanic:passenger:386,purchased,data:titanic:ticketS.O.C. 14879
3464,data:titanic:ticketS.O.C. 14879,has_a_cabin,data:titanic:cabin:unknown
3465,data:titanic:passenger:387,is_a,https://en.wikipedia.org/wiki/Woman
3466,data:titanic:passenger:387,has_a_name,John Morgan \(Elizabeth Agnes Mary White\)  Davies
3467,data:titanic:passenger:387,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3468,data:titanic:passenger:387,is_married_to,John Davies
3469,data:titanic:passenger:387,has_an_age_of,48.0
3470,data:titanic:passenger:387,stayed_in,data:titanic:cabin:unknown
3471,data:titanic:ticketC.A. 33112,cost,36.75
3472,data:titanic:passenger:387,purchased,data:titanic:ticketC.A. 33112
3473,data:titanic:ticketC.A. 33112,has_a_cabin,data:titanic:cabin:unknown
3474,data:titanic:passenger:387,travel_with,data:titanic:passenger:-1
3475,data:titanic:passenger:-1,travel_with,data:titanic:passenger:387
3476,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:387
3477,data:titanic:passenger:388,is_a,https://en.wikipedia.org/wiki/Woman
3478,data:titanic:passenger:388,has_a_name,Mary Davis
3479,data:titanic:passenger:388,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3480,data:titanic:passenger:388,has_an_age_of,28.0
3481,data:titanic:passenger:388,stayed_in,data:titanic:cabin:unknown
3482,data:titanic:ticket237668,cost,13.0
3483,data:titanic:passenger:388,purchased,data:titanic:ticket237668
3484,data:titanic:ticket237668,has_a_cabin,data:titanic:cabin:unknown
3485,data:titanic:passenger:389,is_a,https://en.wikipedia.org/wiki/Man
3486,data:titanic:passenger:389,has_a_name,Jose Joaquim de Brito
3487,data:titanic:passenger:389,has_a_marital_status,Unknown
3488,data:titanic:passenger:389,has_an_age_of,32.0
3489,data:titanic:passenger:389,stayed_in,data:titanic:cabin:unknown
3490,data:titanic:ticket244360,cost,13.0
3491,data:titanic:passenger:389,purchased,data:titanic:ticket244360
3492,data:titanic:ticket244360,has_a_cabin,data:titanic:cabin:unknown
3493,data:titanic:passenger:390,is_a,https://en.wikipedia.org/wiki/Man
3494,data:titanic:passenger:390,has_a_name,Percy William Deacon
3495,data:titanic:passenger:390,has_a_marital_status,Unknown
3496,data:titanic:passenger:390,has_an_age_of,17.0
3497,data:titanic:passenger:390,stayed_in,data:titanic:cabin:unknown
3498,data:titanic:ticketS.O.C. 14879,cost,73.5
3499,data:titanic:passenger:390,purchased,data:titanic:ticketS.O.C. 14879
3500,data:titanic:ticketS.O.C. 14879,has_a_cabin,data:titanic:cabin:unknown
3501,data:titanic:passenger:391,is_a,https://en.wikipedia.org/wiki/Man
3502,data:titanic:passenger:391,has_a_name,Sebastiano del Carlo
3503,data:titanic:passenger:391,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3504,data:titanic:passenger:391,has_an_age_of,29.0
3505,data:titanic:passenger:391,stayed_in,data:titanic:cabin:unknown
3506,data:titanic:ticketSC/PARIS 2167,cost,27.7208
3507,data:titanic:passenger:391,purchased,data:titanic:ticketSC/PARIS 2167
3508,data:titanic:ticketSC/PARIS 2167,has_a_cabin,data:titanic:cabin:unknown
3509,data:titanic:passenger:392,is_a,https://en.wikipedia.org/wiki/Woman
3510,data:titanic:passenger:392,has_a_name,Sebastiano \(Argenia Genovesi\) del Carlo
3511,data:titanic:passenger:392,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
3512,data:titanic:passenger:392,is_married_to,Sebastiano del Carlo
3513,data:titanic:passenger:392,has_an_age_of,24.0
3514,data:titanic:passenger:392,stayed_in,data:titanic:cabin:unknown
3515,data:titanic:ticketSC/PARIS 2167,cost,27.7208
3516,data:titanic:passenger:392,purchased,data:titanic:ticketSC/PARIS 2167
3517,data:titanic:ticketSC/PARIS 2167,has_a_cabin,data:titanic:cabin:unknown
3518,data:titanic:passenger:392,travel_with,"data:titanic:passenger:Index([391], dtype='int64')"
3519,"data:titanic:passenger:Index([391], dtype='int64')",travel_with,data:titanic:passenger:392
3520,"data:titanic:passenger:Index([391], dtype='int64')",is_married_to,data:titanic:passenger:392
3521,data:titanic:passenger:393,is_a,https://en.wikipedia.org/wiki/Man
3522,data:titanic:passenger:393,has_a_name,Herbert Denbury
3523,data:titanic:passenger:393,has_a_marital_status,Unknown
3524,data:titanic:passenger:393,has_an_age_of,25.0
3525,data:titanic:passenger:393,stayed_in,data:titanic:cabin:unknown
3526,data:titanic:ticketC.A. 31029,cost,31.5
3527,data:titanic:passenger:393,purchased,data:titanic:ticketC.A. 31029
3528,data:titanic:ticketC.A. 31029,has_a_cabin,data:titanic:cabin:unknown
3529,data:titanic:passenger:394,is_a,https://en.wikipedia.org/wiki/Man
3530,data:titanic:passenger:394,has_a_name,William Dibden
3531,data:titanic:passenger:394,has_a_marital_status,Unknown
3532,data:titanic:passenger:394,has_an_age_of,18.0
3533,data:titanic:passenger:394,stayed_in,data:titanic:cabin:unknown
3534,data:titanic:ticketS.O.C. 14879,cost,73.5
3535,data:titanic:passenger:394,purchased,data:titanic:ticketS.O.C. 14879
3536,data:titanic:ticketS.O.C. 14879,has_a_cabin,data:titanic:cabin:unknown
3537,data:titanic:passenger:395,is_a,https://en.wikipedia.org/wiki/Woman
3538,data:titanic:passenger:395,has_a_name,Elsie Doling
3539,data:titanic:passenger:395,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
3540,data:titanic:passenger:395,has_an_age_of,18.0
3541,data:titanic:passenger:395,stayed_in,data:titanic:cabin:unknown
3542,data:titanic:ticket231919,cost,23.0
3543,data:titanic:passenger:395,purchased,data:titanic:ticket231919
3544,data:titanic:ticket231919,has_a_cabin,data:titanic:cabin:unknown
