,subject,predicate,object
675,data:titanic:passenger:168,has_an_age_of,38.0
676,data:titanic:passenger:169,is_a,https://en.wikipedia.org/wiki/Woman
677,data:titanic:passenger:169,has_a_name,Ann Elizabeth Isham
678,data:titanic:passenger:169,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
679,data:titanic:passenger:169,has_an_age_of,50.0
680,data:titanic:passenger:170,is_a,https://en.wikipedia.org/wiki/Man
681,data:titanic:passenger:170,has_a_name,Joseph Bruce Ismay
682,data:titanic:passenger:170,has_a_marital_status,Unknown
683,data:titanic:passenger:170,has_an_age_of,49.0
684,data:titanic:passenger:171,is_a,https://en.wikipedia.org/wiki/Man
685,data:titanic:passenger:171,has_a_name,Charles Cresson Jones
686,data:titanic:passenger:171,has_a_marital_status,Unknown
687,data:titanic:passenger:171,has_an_age_of,46.0
688,data:titanic:passenger:172,is_a,https://en.wikipedia.org/wiki/Man
689,data:titanic:passenger:172,has_a_name,Henry Forbes Julian
690,data:titanic:passenger:172,has_a_marital_status,Unknown
691,data:titanic:passenger:172,has_an_age_of,50.0
692,data:titanic:passenger:173,is_a,https://en.wikipedia.org/wiki/Man
693,data:titanic:passenger:173,has_a_name,Edwin Keeping
694,data:titanic:passenger:173,has_a_marital_status,Unknown
695,data:titanic:passenger:173,has_an_age_of,32.5
696,data:titanic:passenger:174,is_a,https://en.wikipedia.org/wiki/Man
697,data:titanic:passenger:174,has_a_name,Edward Austin Kent
698,data:titanic:passenger:174,has_a_marital_status,Unknown
699,data:titanic:passenger:174,has_an_age_of,58.0
700,data:titanic:passenger:175,is_a,https://en.wikipedia.org/wiki/Man
701,data:titanic:passenger:175,has_a_name,Frederick R Kenyon
702,data:titanic:passenger:175,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
703,data:titanic:passenger:175,has_an_age_of,41.0
704,data:titanic:passenger:176,is_a,https://en.wikipedia.org/wiki/Woman
705,data:titanic:passenger:176,has_a_name,Frederick R \(Marion\) Kenyon
706,data:titanic:passenger:176,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
707,data:titanic:passenger:176,has_an_age_of,Unknown
708,data:titanic:passenger:177,is_a,https://en.wikipedia.org/wiki/Man
709,data:titanic:passenger:177,has_a_name,Edwin Nelson Jr Kimball
710,data:titanic:passenger:177,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
711,data:titanic:passenger:177,has_an_age_of,42.0
712,data:titanic:passenger:178,is_a,https://en.wikipedia.org/wiki/Woman
713,data:titanic:passenger:178,has_a_name,Edwin Nelson Jr \(Gertrude Parsons\) Kimball
714,data:titanic:passenger:178,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
715,data:titanic:passenger:178,has_an_age_of,45.0
716,data:titanic:passenger:179,is_a,https://en.wikipedia.org/wiki/Man
717,data:titanic:passenger:179,has_a_name,Herman Klaber
718,data:titanic:passenger:179,has_a_marital_status,Unknown
719,data:titanic:passenger:179,has_an_age_of,Unknown
720,data:titanic:passenger:180,is_a,https://en.wikipedia.org/wiki/Woman
721,data:titanic:passenger:180,has_a_name,Emilie Kreuchen
722,data:titanic:passenger:180,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
723,data:titanic:passenger:180,has_an_age_of,39.0
724,data:titanic:passenger:181,is_a,https://en.wikipedia.org/wiki/Woman
725,data:titanic:passenger:181,has_a_name,Alice \(Farnham\) Leader
726,data:titanic:passenger:181,has_a_marital_status,Unknown
727,data:titanic:passenger:181,has_an_age_of,49.0
728,data:titanic:passenger:182,is_a,https://en.wikipedia.org/wiki/Woman
729,data:titanic:passenger:182,has_a_name,Bertha LeRoy
730,data:titanic:passenger:182,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
731,data:titanic:passenger:182,has_an_age_of,30.0
732,data:titanic:passenger:183,is_a,https://en.wikipedia.org/wiki/Man
733,data:titanic:passenger:183,has_a_name,Gustave J Lesurer
734,data:titanic:passenger:183,has_a_marital_status,Unknown
735,data:titanic:passenger:183,has_an_age_of,35.0
736,data:titanic:passenger:184,is_a,https://en.wikipedia.org/wiki/Man
737,data:titanic:passenger:184,has_a_name,Ervin G Lewy
738,data:titanic:passenger:184,has_a_marital_status,Unknown
739,data:titanic:passenger:184,has_an_age_of,Unknown
740,data:titanic:passenger:185,is_a,https://en.wikipedia.org/wiki/Man
741,data:titanic:passenger:185,has_a_name,"Erik Gustaf \(""Mr Edward Lingrey""\) Lindeberg-Lind"
742,data:titanic:passenger:185,has_a_marital_status,Unknown
743,data:titanic:passenger:185,has_an_age_of,42.0
744,data:titanic:passenger:186,is_a,https://en.wikipedia.org/wiki/Woman
745,data:titanic:passenger:186,has_a_name,Carl Johan \(Sigrid Posse\) Lindstrom
746,data:titanic:passenger:186,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
747,data:titanic:passenger:186,has_an_age_of,55.0
748,data:titanic:passenger:187,is_a,https://en.wikipedia.org/wiki/Woman
749,data:titanic:passenger:187,has_a_name,Mary Conover Lines
750,data:titanic:passenger:187,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
751,data:titanic:passenger:187,has_an_age_of,16.0
752,data:titanic:passenger:188,is_a,https://en.wikipedia.org/wiki/Woman
753,data:titanic:passenger:188,has_a_name,Ernest H \(Elizabeth Lindsey James\) Lines
754,data:titanic:passenger:188,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
755,data:titanic:passenger:188,has_an_age_of,51.0
756,data:titanic:passenger:189,is_a,https://en.wikipedia.org/wiki/Man
757,data:titanic:passenger:189,has_a_name,Milton Clyde Long
758,data:titanic:passenger:189,has_a_marital_status,Unknown
759,data:titanic:passenger:189,has_an_age_of,29.0
760,data:titanic:passenger:190,is_a,https://en.wikipedia.org/wiki/Woman
761,data:titanic:passenger:190,has_a_name,Gretchen Fiske Longley
762,data:titanic:passenger:190,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
763,data:titanic:passenger:190,has_an_age_of,21.0
764,data:titanic:passenger:191,is_a,https://en.wikipedia.org/wiki/Man
765,data:titanic:passenger:191,has_a_name,Joseph Holland Loring
766,data:titanic:passenger:191,has_a_marital_status,Unknown
767,data:titanic:passenger:191,has_an_age_of,30.0
768,data:titanic:passenger:192,is_a,https://en.wikipedia.org/wiki/Woman
769,data:titanic:passenger:192,has_a_name,Elise Lurette
770,data:titanic:passenger:192,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
771,data:titanic:passenger:192,has_an_age_of,58.0
772,data:titanic:passenger:193,is_a,https://en.wikipedia.org/wiki/Woman
773,data:titanic:passenger:193,has_a_name,Georgette Alexandra Madill
774,data:titanic:passenger:193,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
775,data:titanic:passenger:193,has_an_age_of,15.0
776,data:titanic:passenger:194,is_a,https://en.wikipedia.org/wiki/Man
777,data:titanic:passenger:194,has_a_name,John Edward Maguire
778,data:titanic:passenger:194,has_a_marital_status,Unknown
779,data:titanic:passenger:194,has_an_age_of,30.0
780,data:titanic:passenger:195,is_a,https://en.wikipedia.org/wiki/Woman
781,data:titanic:passenger:195,has_a_name,Roberta Maioni
782,data:titanic:passenger:195,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
783,data:titanic:passenger:195,has_an_age_of,16.0
784,data:titanic:passenger:196,is_a,https://en.wikipedia.org/wiki/Man
785,data:titanic:passenger:196,has_a_name,Pierre Marechal
786,data:titanic:passenger:196,has_a_marital_status,Unknown
787,data:titanic:passenger:196,has_an_age_of,Unknown
788,data:titanic:passenger:197,is_a,https://en.wikipedia.org/wiki/Man
789,data:titanic:passenger:197,has_a_name,Daniel Warner Marvin
790,data:titanic:passenger:197,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
791,data:titanic:passenger:197,has_an_age_of,19.0
792,data:titanic:passenger:198,is_a,https://en.wikipedia.org/wiki/Woman
793,data:titanic:passenger:198,has_a_name,Daniel Warner \(Mary Graham Carmichael Farquarson\) Marvin
794,data:titanic:passenger:198,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
795,data:titanic:passenger:198,has_an_age_of,18.0
796,data:titanic:passenger:199,is_a,https://en.wikipedia.org/wiki/Woman
797,data:titanic:passenger:199,has_a_name,"Berthe Antonine \(""Mrs de Villiers""\) Mayne"
798,data:titanic:passenger:199,has_a_marital_status,Unknown
799,data:titanic:passenger:199,has_an_age_of,24.0
800,data:titanic:passenger:200,is_a,https://en.wikipedia.org/wiki/Man
801,data:titanic:passenger:200,has_a_name,Thomas Francis McCaffry
802,data:titanic:passenger:200,has_a_marital_status,Unknown
803,data:titanic:passenger:200,has_an_age_of,46.0
804,data:titanic:passenger:201,is_a,https://en.wikipedia.org/wiki/Man
805,data:titanic:passenger:201,has_a_name,Timothy J McCarthy
806,data:titanic:passenger:201,has_a_marital_status,Unknown
807,data:titanic:passenger:201,has_an_age_of,54.0
808,data:titanic:passenger:202,is_a,https://en.wikipedia.org/wiki/Man
809,data:titanic:passenger:202,has_a_name,James Robert McGough
810,data:titanic:passenger:202,has_a_marital_status,Unknown
811,data:titanic:passenger:202,has_an_age_of,36.0
812,data:titanic:passenger:203,is_a,https://en.wikipedia.org/wiki/Man
813,data:titanic:passenger:203,has_a_name,Edgar Joseph Meyer
814,data:titanic:passenger:203,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
815,data:titanic:passenger:203,has_an_age_of,28.0
816,data:titanic:passenger:204,is_a,https://en.wikipedia.org/wiki/Woman
817,data:titanic:passenger:204,has_a_name,Edgar Joseph \(Leila Saks\) Meyer
818,data:titanic:passenger:204,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
819,data:titanic:passenger:204,has_an_age_of,Unknown
820,data:titanic:passenger:205,is_a,https://en.wikipedia.org/wiki/Man
821,data:titanic:passenger:205,has_a_name,Francis Davis Millet
822,data:titanic:passenger:205,has_a_marital_status,Unknown
823,data:titanic:passenger:205,has_an_age_of,65.0
824,data:titanic:passenger:206,is_a,https://en.wikipedia.org/wiki/Man
825,data:titanic:passenger:206,has_a_name,William Edward Minahan
826,data:titanic:passenger:206,has_a_marital_status,Unknown
827,data:titanic:passenger:206,has_an_age_of,44.0
828,data:titanic:passenger:207,is_a,https://en.wikipedia.org/wiki/Woman
829,data:titanic:passenger:207,has_a_name,Daisy E Minahan
830,data:titanic:passenger:207,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
831,data:titanic:passenger:207,has_an_age_of,33.0
832,data:titanic:passenger:208,is_a,https://en.wikipedia.org/wiki/Woman
833,data:titanic:passenger:208,has_a_name,William Edward \(Lillian E Thorpe\) Minahan
834,data:titanic:passenger:208,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
835,data:titanic:passenger:208,has_an_age_of,37.0
836,data:titanic:passenger:209,is_a,https://en.wikipedia.org/wiki/Man
837,data:titanic:passenger:209,has_a_name,Philipp Edmund Mock
838,data:titanic:passenger:209,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
839,data:titanic:passenger:209,has_an_age_of,30.0
840,data:titanic:passenger:210,is_a,https://en.wikipedia.org/wiki/Man
841,data:titanic:passenger:210,has_a_name,Harry Markland Molson
842,data:titanic:passenger:210,has_a_marital_status,Unknown
843,data:titanic:passenger:210,has_an_age_of,55.0
844,data:titanic:passenger:211,is_a,https://en.wikipedia.org/wiki/Man
845,data:titanic:passenger:211,has_a_name,Clarence Bloomfield Moore
846,data:titanic:passenger:211,has_a_marital_status,Unknown
847,data:titanic:passenger:211,has_an_age_of,47.0
848,data:titanic:passenger:212,is_a,https://en.wikipedia.org/wiki/Man
849,data:titanic:passenger:212,has_a_name,Charles H Natsch
850,data:titanic:passenger:212,has_a_marital_status,Unknown
851,data:titanic:passenger:212,has_an_age_of,37.0
852,data:titanic:passenger:213,is_a,https://en.wikipedia.org/wiki/Woman
853,data:titanic:passenger:213,has_a_name,Madeleine Newell
854,data:titanic:passenger:213,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
855,data:titanic:passenger:213,has_an_age_of,31.0
856,data:titanic:passenger:214,is_a,https://en.wikipedia.org/wiki/Woman
857,data:titanic:passenger:214,has_a_name,Marjorie Newell
858,data:titanic:passenger:214,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
859,data:titanic:passenger:214,has_an_age_of,23.0
860,data:titanic:passenger:215,is_a,https://en.wikipedia.org/wiki/Man
861,data:titanic:passenger:215,has_a_name,Arthur Webster Newell
862,data:titanic:passenger:215,has_a_marital_status,Unknown
863,data:titanic:passenger:215,has_an_age_of,58.0
864,data:titanic:passenger:216,is_a,https://en.wikipedia.org/wiki/Woman
865,data:titanic:passenger:216,has_a_name,Helen Monypeny Newsom
866,data:titanic:passenger:216,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
867,data:titanic:passenger:216,has_an_age_of,19.0
868,data:titanic:passenger:217,is_a,https://en.wikipedia.org/wiki/Man
869,data:titanic:passenger:217,has_a_name,Arthur Ernest Nicholson
870,data:titanic:passenger:217,has_a_marital_status,Unknown
871,data:titanic:passenger:217,has_an_age_of,64.0
872,data:titanic:passenger:218,is_a,https://en.wikipedia.org/wiki/Woman
873,data:titanic:passenger:218,has_a_name,Fermina Oliva y Ocana
874,data:titanic:passenger:218,has_a_marital_status,Unknown
875,data:titanic:passenger:218,has_an_age_of,39.0
876,data:titanic:passenger:219,is_a,https://en.wikipedia.org/wiki/Man
877,data:titanic:passenger:219,has_a_name,Alfred Fernand Omont
878,data:titanic:passenger:219,has_a_marital_status,Unknown
879,data:titanic:passenger:219,has_an_age_of,Unknown
880,data:titanic:passenger:220,is_a,https://en.wikipedia.org/wiki/Woman
881,data:titanic:passenger:220,has_a_name,Helene Ragnhild Ostby
882,data:titanic:passenger:220,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
883,data:titanic:passenger:220,has_an_age_of,22.0
884,data:titanic:passenger:221,is_a,https://en.wikipedia.org/wiki/Man
885,data:titanic:passenger:221,has_a_name,Engelhart Cornelius Ostby
886,data:titanic:passenger:221,has_a_marital_status,Unknown
887,data:titanic:passenger:221,has_an_age_of,65.0
888,data:titanic:passenger:222,is_a,https://en.wikipedia.org/wiki/Man
889,data:titanic:passenger:222,has_a_name,Servando Ovies y Rodriguez
890,data:titanic:passenger:222,has_a_marital_status,Unknown
891,data:titanic:passenger:222,has_an_age_of,28.5
892,data:titanic:passenger:223,is_a,https://en.wikipedia.org/wiki/Man
893,data:titanic:passenger:223,has_a_name,William Henry Marsh Parr
894,data:titanic:passenger:223,has_a_marital_status,Unknown
895,data:titanic:passenger:223,has_an_age_of,Unknown
896,data:titanic:passenger:224,is_a,https://en.wikipedia.org/wiki/Man
897,data:titanic:passenger:224,has_a_name,Austen Partner
898,data:titanic:passenger:224,has_a_marital_status,Unknown
899,data:titanic:passenger:224,has_an_age_of,45.5
900,data:titanic:passenger:225,is_a,https://en.wikipedia.org/wiki/Man
901,data:titanic:passenger:225,has_a_name,Vivian Ponsonby Payne
902,data:titanic:passenger:225,has_a_marital_status,Unknown
903,data:titanic:passenger:225,has_an_age_of,23.0
904,data:titanic:passenger:226,is_a,https://en.wikipedia.org/wiki/Man
905,data:titanic:passenger:226,has_a_name,Thomas Clinton Pears
906,data:titanic:passenger:226,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
907,data:titanic:passenger:226,has_an_age_of,29.0
908,data:titanic:passenger:227,is_a,https://en.wikipedia.org/wiki/Woman
909,data:titanic:passenger:227,has_a_name,Thomas \(Edith Wearne\) Pears
910,data:titanic:passenger:227,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
911,data:titanic:passenger:227,has_an_age_of,22.0
912,data:titanic:passenger:228,is_a,https://en.wikipedia.org/wiki/Man
913,data:titanic:passenger:228,has_a_name,Victor de Satode Penasco y Castellana
914,data:titanic:passenger:228,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
915,data:titanic:passenger:228,has_an_age_of,18.0
916,data:titanic:passenger:229,is_a,https://en.wikipedia.org/wiki/Woman
917,data:titanic:passenger:229,has_a_name,Victor de Satode \(Maria Josefa Perez de Soto y Vallejo\) Penasco y Castellana
918,data:titanic:passenger:229,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
919,data:titanic:passenger:229,has_an_age_of,17.0
920,data:titanic:passenger:230,is_a,https://en.wikipedia.org/wiki/Woman
921,data:titanic:passenger:230,has_a_name,Anne Perreault
922,data:titanic:passenger:230,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
923,data:titanic:passenger:230,has_an_age_of,30.0
924,data:titanic:passenger:231,is_a,https://en.wikipedia.org/wiki/Man
925,data:titanic:passenger:231,has_a_name,Arthur Godfrey Peuchen
926,data:titanic:passenger:231,has_a_marital_status,Unknown
927,data:titanic:passenger:231,has_an_age_of,52.0
928,data:titanic:passenger:232,is_a,https://en.wikipedia.org/wiki/Man
929,data:titanic:passenger:232,has_a_name,Walter Chamberlain Porter
930,data:titanic:passenger:232,has_a_marital_status,Unknown
931,data:titanic:passenger:232,has_an_age_of,47.0
932,data:titanic:passenger:233,is_a,https://en.wikipedia.org/wiki/Woman
933,data:titanic:passenger:233,has_a_name,Thomas Jr \(Lily Alexenia Wilson\) Potter
934,data:titanic:passenger:233,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
935,data:titanic:passenger:233,has_an_age_of,56.0
936,data:titanic:passenger:234,is_a,https://en.wikipedia.org/wiki/Man
937,data:titanic:passenger:234,has_a_name,John George Reuchlin
938,data:titanic:passenger:234,has_a_marital_status,Unknown
939,data:titanic:passenger:234,has_an_age_of,38.0
940,data:titanic:passenger:235,is_a,https://en.wikipedia.org/wiki/Man
941,data:titanic:passenger:235,has_a_name,George Alexander Lucien Rheims
942,data:titanic:passenger:235,has_a_marital_status,Unknown
943,data:titanic:passenger:235,has_an_age_of,Unknown
944,data:titanic:passenger:236,is_a,https://en.wikipedia.org/wiki/Man
945,data:titanic:passenger:236,has_a_name,Sante Ringhini
946,data:titanic:passenger:236,has_a_marital_status,Unknown
947,data:titanic:passenger:236,has_an_age_of,22.0
948,data:titanic:passenger:237,is_a,https://en.wikipedia.org/wiki/Man
949,data:titanic:passenger:237,has_a_name,Victor Robbins
950,data:titanic:passenger:237,has_a_marital_status,Unknown
951,data:titanic:passenger:237,has_an_age_of,Unknown
952,data:titanic:passenger:238,is_a,https://en.wikipedia.org/wiki/Woman
953,data:titanic:passenger:238,has_a_name,Edward Scott \(Elisabeth Walton McMillan\) Robert
954,data:titanic:passenger:238,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
955,data:titanic:passenger:238,has_an_age_of,43.0
956,data:titanic:passenger:239,is_a,https://en.wikipedia.org/wiki/Man
957,data:titanic:passenger:239,has_a_name,Washington Augustus II Roebling
958,data:titanic:passenger:239,has_a_marital_status,Unknown
959,data:titanic:passenger:239,has_an_age_of,31.0
960,data:titanic:passenger:240,is_a,https://en.wikipedia.org/wiki/Man
961,data:titanic:passenger:240,has_a_name,"Charles Hallace \(""Mr C Rolmane""\) Romaine"
962,data:titanic:passenger:240,has_a_marital_status,Unknown
963,data:titanic:passenger:240,has_an_age_of,45.0
964,data:titanic:passenger:241,is_a,https://en.wikipedia.org/wiki/Man
965,data:titanic:passenger:241,has_a_name,Hugh Roscoe Rood
966,data:titanic:passenger:241,has_a_marital_status,Unknown
967,data:titanic:passenger:241,has_an_age_of,Unknown
968,data:titanic:passenger:242,is_a,https://en.wikipedia.org/wiki/Woman
969,data:titanic:passenger:242,has_a_name,Edith Louise Rosenbaum
970,data:titanic:passenger:242,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
971,data:titanic:passenger:242,has_an_age_of,33.0
972,data:titanic:passenger:243,is_a,https://en.wikipedia.org/wiki/Man
973,data:titanic:passenger:243,has_a_name,"George \(""Mr George Thorne""\) Rosenshine"
974,data:titanic:passenger:243,has_a_marital_status,Unknown
975,data:titanic:passenger:243,has_an_age_of,46.0
976,data:titanic:passenger:244,is_a,https://en.wikipedia.org/wiki/Man
977,data:titanic:passenger:244,has_a_name,John Hugo Ross
978,data:titanic:passenger:244,has_a_marital_status,Unknown
979,data:titanic:passenger:244,has_an_age_of,36.0
980,data:titanic:passenger:245,is_a,https://en.wikipedia.org/wiki/Woman
981,data:titanic:passenger:245,has_a_name,of \(Lucy Noel Martha Dyer-Edwards\) Rothes
982,data:titanic:passenger:245,has_a_marital_status,Unknown
983,data:titanic:passenger:245,has_an_age_of,33.0
984,data:titanic:passenger:246,is_a,https://en.wikipedia.org/wiki/Man
985,data:titanic:passenger:246,has_a_name,Martin Rothschild
986,data:titanic:passenger:246,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
987,data:titanic:passenger:246,has_an_age_of,55.0
988,data:titanic:passenger:247,is_a,https://en.wikipedia.org/wiki/Woman
989,data:titanic:passenger:247,has_a_name,Martin \(Elizabeth L Rothschild
990,data:titanic:passenger:247,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
991,data:titanic:passenger:247,has_an_age_of,54.0
992,data:titanic:passenger:248,is_a,https://en.wikipedia.org/wiki/Man
993,data:titanic:passenger:248,has_a_name,Alfred G Rowe
994,data:titanic:passenger:248,has_a_marital_status,Unknown
995,data:titanic:passenger:248,has_an_age_of,33.0
996,data:titanic:passenger:249,is_a,https://en.wikipedia.org/wiki/Man
997,data:titanic:passenger:249,has_a_name,John Borie Ryerson
998,data:titanic:passenger:249,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
999,data:titanic:passenger:249,has_an_age_of,13.0
1000,data:titanic:passenger:250,is_a,https://en.wikipedia.org/wiki/Woman
1001,data:titanic:passenger:250,has_a_name,Emily Borie Ryerson
1002,data:titanic:passenger:250,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
1003,data:titanic:passenger:250,has_an_age_of,18.0
1004,data:titanic:passenger:251,is_a,https://en.wikipedia.org/wiki/Woman
1005,data:titanic:passenger:251,has_a_name,"Susan Parker ""Suzette"" Ryerson"
1006,data:titanic:passenger:251,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
1007,data:titanic:passenger:251,has_an_age_of,21.0
1008,data:titanic:passenger:252,is_a,https://en.wikipedia.org/wiki/Man
1009,data:titanic:passenger:252,has_a_name,Arthur Larned Ryerson
1010,data:titanic:passenger:252,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1011,data:titanic:passenger:252,has_an_age_of,61.0
1012,data:titanic:passenger:253,is_a,https://en.wikipedia.org/wiki/Woman
1013,data:titanic:passenger:253,has_a_name,Arthur Larned \(Emily Maria Borie\) Ryerson
1014,data:titanic:passenger:253,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1015,data:titanic:passenger:253,has_an_age_of,48.0
1016,data:titanic:passenger:254,is_a,https://en.wikipedia.org/wiki/Man
1017,data:titanic:passenger:254,has_a_name,Adolphe Saalfeld
1018,data:titanic:passenger:254,has_a_marital_status,Unknown
1019,data:titanic:passenger:254,has_an_age_of,Unknown
1020,data:titanic:passenger:255,is_a,https://en.wikipedia.org/wiki/Woman
1021,data:titanic:passenger:255,has_a_name,Emma Sagesser
1022,data:titanic:passenger:255,has_a_marital_status,Unknown
1023,data:titanic:passenger:255,has_an_age_of,24.0
1024,data:titanic:passenger:256,is_a,https://en.wikipedia.org/wiki/Man
1025,data:titanic:passenger:256,has_a_name,Abraham L Salomon
1026,data:titanic:passenger:256,has_a_marital_status,Unknown
1027,data:titanic:passenger:256,has_an_age_of,Unknown
1028,data:titanic:passenger:257,is_a,https://en.wikipedia.org/wiki/Woman
1029,data:titanic:passenger:257,has_a_name,Paul \(Emma Mock\) Schabert
1030,data:titanic:passenger:257,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1031,data:titanic:passenger:257,has_an_age_of,35.0
1032,data:titanic:passenger:258,is_a,https://en.wikipedia.org/wiki/Woman
1033,data:titanic:passenger:258,has_a_name,Augusta Serepeca
1034,data:titanic:passenger:258,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
1035,data:titanic:passenger:258,has_an_age_of,30.0
1036,data:titanic:passenger:259,is_a,https://en.wikipedia.org/wiki/Man
1037,data:titanic:passenger:259,has_a_name,Frederic Kimber Seward
1038,data:titanic:passenger:259,has_a_marital_status,Unknown
1039,data:titanic:passenger:259,has_an_age_of,34.0
1040,data:titanic:passenger:260,is_a,https://en.wikipedia.org/wiki/Woman
1041,data:titanic:passenger:260,has_a_name,Elizabeth W Shutes
1042,data:titanic:passenger:260,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
1043,data:titanic:passenger:260,has_an_age_of,40.0
1044,data:titanic:passenger:261,is_a,https://en.wikipedia.org/wiki/Man
1045,data:titanic:passenger:261,has_a_name,Spencer Victor Silverthorne
1046,data:titanic:passenger:261,has_a_marital_status,Unknown
1047,data:titanic:passenger:261,has_an_age_of,35.0
1048,data:titanic:passenger:262,is_a,https://en.wikipedia.org/wiki/Man
1049,data:titanic:passenger:262,has_a_name,William Baird Silvey
1050,data:titanic:passenger:262,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1051,data:titanic:passenger:262,has_an_age_of,50.0
1052,data:titanic:passenger:263,is_a,https://en.wikipedia.org/wiki/Woman
1053,data:titanic:passenger:263,has_a_name,William Baird \(Alice Munger\) Silvey
1054,data:titanic:passenger:263,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1055,data:titanic:passenger:263,has_an_age_of,39.0
1056,data:titanic:passenger:264,is_a,https://en.wikipedia.org/wiki/Man
1057,data:titanic:passenger:264,has_a_name,Oberst Alfons Simonius-Blumer
1058,data:titanic:passenger:264,has_a_marital_status,Unknown
1059,data:titanic:passenger:264,has_an_age_of,56.0
1060,data:titanic:passenger:265,is_a,https://en.wikipedia.org/wiki/Man
1061,data:titanic:passenger:265,has_a_name,William Thompson Sloper
1062,data:titanic:passenger:265,has_a_marital_status,Unknown
1063,data:titanic:passenger:265,has_an_age_of,28.0
1064,data:titanic:passenger:266,is_a,https://en.wikipedia.org/wiki/Man
1065,data:titanic:passenger:266,has_a_name,John Montgomery Smart
1066,data:titanic:passenger:266,has_a_marital_status,Unknown
1067,data:titanic:passenger:266,has_an_age_of,56.0
1068,data:titanic:passenger:267,is_a,https://en.wikipedia.org/wiki/Man
1069,data:titanic:passenger:267,has_a_name,James Clinch Smith
1070,data:titanic:passenger:267,has_a_marital_status,Unknown
1071,data:titanic:passenger:267,has_an_age_of,56.0
1072,data:titanic:passenger:268,is_a,https://en.wikipedia.org/wiki/Man
1073,data:titanic:passenger:268,has_a_name,Lucien Philip Smith
1074,data:titanic:passenger:268,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1075,data:titanic:passenger:268,has_an_age_of,24.0
1076,data:titanic:passenger:269,is_a,https://en.wikipedia.org/wiki/Man
1077,data:titanic:passenger:269,has_a_name,Richard William Smith
1078,data:titanic:passenger:269,has_a_marital_status,Unknown
1079,data:titanic:passenger:269,has_an_age_of,Unknown
1080,data:titanic:passenger:270,is_a,https://en.wikipedia.org/wiki/Woman
1081,data:titanic:passenger:270,has_a_name,Lucien Philip \(Mary Eloise Hughes\) Smith
1082,data:titanic:passenger:270,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1083,data:titanic:passenger:270,has_an_age_of,18.0
1084,data:titanic:passenger:271,is_a,https://en.wikipedia.org/wiki/Man
1085,data:titanic:passenger:271,has_a_name,John Pillsbury Snyder
1086,data:titanic:passenger:271,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
1087,data:titanic:passenger:271,has_an_age_of,24.0
1088,data:titanic:passenger:272,is_a,https://en.wikipedia.org/wiki/Woman
1089,data:titanic:passenger:272,has_a_name,John Pillsbury \(Nelle Stevenson\) Snyder
1090,data:titanic:passenger:272,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
